#name	time	long	lat	height	roll	pitch	heading
SEAG00061_021348.JPG	526426.171	106.2008224	10.40858043	116.089	-4.443746447	-17.60191855	-52.52555229
SEAG00062_021349.JPG	526428.171	106.2005912	10.40872537	116.076	-3.861945747	-17.8703187	-52.34691326
SEAG00063_021351.JPG	526430.171	106.2003606	10.40886987	116.15	-4.450702304	-18.16491468	-52.14633746
SEAG00064_021353.JPG	526432.172	106.20013	10.4090149	116.154	-4.732811744	-18.04694363	-52.13972805
SEAG00065_021355.JPG	526434.172	106.1998978	10.40916088	116.176	-4.983697565	-16.7176765	-52.08957333
SEAG00066_021357.JPG	526436.171	106.1996683	10.40930637	116.163	-6.797072708	-18.41253272	-51.71656334
SEAG00067_021359.JPG	526438.171	106.1994367	10.40945111	116.187	-4.866443851	-17.6574304	-51.95604192
SEAG00068_021401.JPG	526440.172	106.1992052	10.40959482	116.133	-5.001772781	-18.56336335	-51.8395212
SEAG00069_021403.JPG	526442.172	106.1989742	10.40973989	116.117	-4.986817885	-16.54700707	-51.71254533
SEAG00070_021405.JPG	526444.171	106.1987432	10.40988504	116.066	-4.426230965	-18.23229164	-51.96990763
SEAG00071_021407.JPG	526446.171	106.1985119	10.41003034	116.052	-4.727470372	-16.62946214	-51.93529067
SEAG00072_021409.JPG	526448.172	106.1982803	10.41017574	116.101	-4.203148953	-16.04681328	-51.75920866
SEAG00073_021411.JPG	526450.172	106.1980491	10.41032058	116.118	-4.861068671	-19.13776817	-51.57156172
SEAG00074_021413.JPG	526452.171	106.1978181	10.41046577	116.067	-4.92006489	-17.72356962	-51.5932071
SEAG00075_021416.JPG	526454.171	106.1975869	10.41061078	116.069	-4.61642653	-17.97087055	-51.52357735
SEAG00076_021417.JPG	526456.172	106.1973563	10.41075575	116.07	-4.724727298	-18.28683502	-51.31736647
SEAG00077_021419.JPG	526458.172	106.1971254	10.4109005	115.991	-4.505251163	-18.51628397	-51.32288776
SEAG00078_021422.JPG	526460.171	106.1968948	10.411045	115.993	-4.144092396	-18.881893	-51.30207152
SEAG00079_021424.JPG	526462.171	106.1966638	10.4111903	116.062	-4.855451393	-18.35732999	-51.07699684
SEAG00080_021425.JPG	526464.172	106.1964326	10.41133637	116.021	-5.618735889	-17.70944842	-50.74541592
SEAG00081_021427.JPG	526466.172	106.1962029	10.41147958	116.024	-3.110832012	-7.878893682	-51.52556175
SEAG00082_021429.JPG	526468.171	106.1960235	10.41158684	116.071	0.0992442	14.49444815	-53.31469976
SEAG00083_021431.JPG	526470.171	106.1959531	10.41162906	115.911	-0.456149443	7.217244055	-54.10539331
SEAG00084_021433.JPG	526472.172	106.1959645	10.41162415	112.682	-0.673640023	-2.257297108	-55.63205793
SEAG00085_021435.JPG	526474.172	106.1959787	10.41161688	106.529	-0.734280558	-3.048314285	-52.83988605
SEAG00086_021437.JPG	526476.171	106.1959796	10.41161585	100.529	0.401711477	-0.481028024	-53.40633095
SEAG00087_021440.JPG	526478.171	106.19598	10.41161672	94.526	-0.314882081	-0.768324425	-53.87318855
SEAG00088_021441.JPG	526480.171	106.1959797	10.41161773	88.515	-1.150273658	-2.070857853	-53.24924628
SEAG00089_021443.JPG	526482.172	106.1959787	10.41161778	82.497	-2.286888687	-1.319303597	-53.77840821
SEAG00090_021446.JPG	526484.172	106.1959793	10.41161706	76.509	-0.703971406	-1.873891927	-53.64959305
SEAG00091_021447.JPG	526486.171	106.1959818	10.41161727	73.955	-1.4731578	-1.38949015	-4.941982062
SEAG00092_021449.JPG	526488.171	106.1959833	10.41161709	73.773	2.191274439	0.987232154	120.1055826
SEAG00093_021453.JPG	526490.172	106.1959901	10.41161182	73.966	0.743814773	4.381869854	119.1215928
SEAG00094_021456.JPG	526492.172	106.1959895	10.41161154	73.94	1.193105718	1.169301697	119.5655628
SEAG00095_021458.JPG	526494.171	106.1959847	10.41161457	73.938	1.939275391	3.048079774	119.50542
SEAG00096_021500.JPG	526496.171	106.1959705	10.41162201	73.95	2.203499472	1.511673499	119.7202859
SEAG00097_021501.JPG	526498.172	106.195955	10.41162921	73.922	2.003044722	1.263229872	119.71212
SEAG00098_021503.JPG	526500.172	106.1959483	10.4116313	73.904	1.586520826	1.133032823	119.6696564
SEAG00099_021505.JPG	526502.171	106.1959434	10.41163319	73.924	1.801483933	3.31711363	119.8583323
SEAG00100_021507.JPG	526504.171	106.1959311	10.41163919	73.917	2.157093021	-1.387809758	119.642651
SEAG00101_021509.JPG	526506.172	106.1959305	10.41163876	73.905	1.476114952	3.227027389	120.0090252
SEAG00102_021511.JPG	526508.172	106.1959257	10.41164199	73.887	2.012459011	-2.719962281	119.8825731
SEAG00103_021513.JPG	526510.171	106.1959255	10.41164159	73.897	1.311896985	1.508051074	119.957846
SEAG00104_021515.JPG	526512.171	106.1959259	10.41164154	73.903	1.508077326	1.599611809	120.1067127
SEAG00105_021516.JPG	526514.172	106.195926	10.41164155	73.921	1.589051129	1.461702963	120.1905834
SEAG00106_021518.JPG	526516.172	106.1959257	10.41164155	73.932	5.757391799	1.072173507	120.3592771
SEAG00107_021520.JPG	526518.171	106.195917	10.41162388	73.931	6.488687982	0.93569577	120.2375793
SEAG00108_021522.JPG	526520.171	106.1958978	10.41158665	73.939	4.072612432	0.169783352	120.4492492
SEAG00109_021524.JPG	526522.172	106.1958781	10.41154737	73.924	-15.55072644	0.881330557	120.6866173
SEAG00110_021526.JPG	526524.172	106.1958762	10.41154111	73.911	0.934960318	0.539677266	120.4964352
SEAG00111_021528.JPG	526526.171	106.1958783	10.41154699	73.918	-3.711918808	0.941634568	120.3796516
SEAG00112_021530.JPG	526528.171	106.19589	10.41157239	73.939	-2.312218251	0.941972632	120.349587
SEAG00113_021532.JPG	526530.172	106.1959073	10.41160972	73.927	-1.852725159	1.191501256	120.3682528
SEAG00114_021534.JPG	526532.172	106.1959273	10.41165182	73.907	-1.05718477	1.092487446	120.979733
SEAG00115_021536.JPG	526534.171	106.1959484	10.41169274	73.885	-0.92469146	1.345699949	120.9019648
SEAG00116_021538.JPG	526536.171	106.1959671	10.41173035	73.873	17.35307395	0.915683332	120.6255524
SEAG00117_021539.JPG	526538.172	106.1959676	10.4117367	73.922	8.968450703	0.878232859	119.557023
SEAG00118_021541.JPG	526540.172	106.1959549	10.41171045	73.922	6.547656401	1.755122232	119.7937622
SEAG00119_021544.JPG	526542.171	106.195931	10.41166404	73.924	4.814731708	0.013349041	120.523126
SEAG00120_021546.JPG	526544.171	106.1959116	10.41162316	73.902	-2.490971106	1.941918275	120.3851268
SEAG00121_021548.JPG	526546.172	106.1959113	10.41161882	73.924	0.933983159	1.798326276	120.1079627
SEAG00122_021550.JPG	526548.172	106.1959105	10.41161924	73.926	0.560710506	1.095261648	120.4302545
SEAG00123_021551.JPG	526550.171	106.1959096	10.4116193	73.923	0.040350575	1.009277964	120.6081694
SEAG00124_021553.JPG	526552.171	106.1959094	10.41161938	73.923	1.034691017	0.563375711	120.3847914
SEAG00125_021556.JPG	526554.172	106.1959101	10.41161906	73.896	0.983426258	1.561674607	120.481388
SEAG00126_021558.JPG	526556.172	106.1959105	10.41161934	73.875	1.668441719	2.12066835	120.3821177
SEAG00127_021600.JPG	526558.171	106.19591	10.41161907	73.861	1.538085099	1.20992834	120.5452124
SEAG00128_021602.JPG	526560.171	106.1959102	10.41161964	73.876	2.241265427	1.374719208	120.7306594
SEAG00129_021603.JPG	526562.172	106.1959098	10.41161972	73.879	1.529690775	1.384530476	120.9053563
SEAG00130_021606.JPG	526564.172	106.19591	10.41161932	73.891	1.759900472	1.768625172	120.985105
SEAG00131_021608.JPG	526566.171	106.1959101	10.41161951	73.892	2.064573556	1.458387203	120.8244773
SEAG00132_021609.JPG	526568.171	106.1959111	10.41162026	73.861	8.175769395	3.959084792	117.3348569
SEAG00133_021611.JPG	526570.171	106.1959126	10.41162262	73.895	1.162444704	1.82367734	117.5562819
SEAG00134_021613.JPG	526572.172	106.195914	10.41162493	73.884	2.32903017	1.372818405	117.7948476
SEAG00135_021615.JPG	526574.172	106.195915	10.41162702	73.875	0.47442779	0.965190622	117.7517977
SEAG00136_021617.JPG	526576.171	106.1959191	10.41163396	73.863	2.357757261	1.131017164	117.7450058
SEAG00137_021620.JPG	526578.171	106.1959218	10.41163742	73.871	1.898693241	0.970719355	117.6363799
SEAG00138_021622.JPG	526580.172	106.1959229	10.41163862	73.896	2.413682383	1.319152309	117.9984129
SEAG00139_021624.JPG	526582.172	106.1959221	10.41163729	73.886	1.162500474	1.256559852	117.8713885
SEAG00140_021625.JPG	526584.171	106.1959235	10.41163989	73.889	0.968661265	0.933885948	117.6693632
SEAG00141_021628.JPG	526586.171	106.1959272	10.41164697	73.888	2.444727161	0.006440658	117.4545608
SEAG00142_021630.JPG	526588.172	106.1959298	10.41165018	73.884	1.922014564	0.697263561	117.6404818
SEAG00143_021631.JPG	526590.172	106.1959315	10.41165249	73.869	2.067752213	0.600732522	117.7353252
SEAG00144_021634.JPG	526592.171	106.1959331	10.41165525	73.861	1.961371255	0.755336588	117.6702608
SEAG00145_021636.JPG	526594.171	106.1959351	10.41165825	73.865	1.990947056	0.740647492	117.7150987
SEAG00146_021638.JPG	526596.172	106.1959363	10.41165979	73.864	2.050457209	1.185169804	117.7748498
SEAG00147_021640.JPG	526598.172	106.1959363	10.41166045	74.236	2.173307714	0.716973934	117.7035138
SEAG00148_021641.JPG	526600.171	106.1959367	10.41165958	74.22	1.653033726	-11.49672543	135.1844595
SEAG00149_021643.JPG	526602.171	106.1959648	10.41163435	74.248	1.677605979	-6.914600182	135.2242588
SEAG00150_021645.JPG	526604.172	106.1959932	10.41161013	74.28	0.567527529	9.112562339	121.2237202
SEAG00151_021647.JPG	526606.172	106.1959999	10.41160859	74.288	1.914378142	-17.74555617	117.9737828
SEAG00152_021650.JPG	526608.171	106.1960496	10.41158505	74.428	1.932848672	-7.158410136	118.5461761
SEAG00153_021651.JPG	526610.171	106.1961207	10.41155064	74.647	1.454486406	-7.7389278	118.3790042
SEAG00154_021654.JPG	526612.171	106.196206	10.41150998	74.915	1.636460277	-2.903741072	118.6511314
SEAG00155_021655.JPG	526614.172	106.1962893	10.41147059	75.167	1.691634029	-5.459213644	118.5315577
SEAG00156_021657.JPG	526616.172	106.1963721	10.41143157	75.403	2.067987086	-3.319120854	118.4961818
SEAG00157_021700.JPG	526618.171	106.1964543	10.41139236	75.669	1.521881188	-3.500417127	118.7936103
SEAG00158_021701.JPG	526620.171	106.1965365	10.41135318	75.927	1.668942958	-2.635745724	118.6674055
SEAG00159_021704.JPG	526622.172	106.1966184	10.41131391	76.205	1.39170758	-3.680508859	118.7568121
SEAG00160_021705.JPG	526624.172	106.1967006	10.4112747	76.481	1.358328611	-2.200452578	118.8363461
SEAG00161_021708.JPG	526626.171	106.1967827	10.41123599	76.737	1.502619816	-3.680045566	118.8706052
SEAG00162_021710.JPG	526628.171	106.1968651	10.41119663	76.978	1.270717356	-3.108178751	118.8950841
SEAG00163_021712.JPG	526630.172	106.1969471	10.41115699	77.238	0.831681746	-2.904630433	119.0654702
SEAG00164_021714.JPG	526632.172	106.1970293	10.411118	77.483	1.148276564	-3.520132585	119.2332714
SEAG00165_021716.JPG	526634.171	106.1971113	10.41107923	77.747	1.276621713	-2.893830437	118.5118149
SEAG00166_021718.JPG	526636.171	106.1971936	10.41104074	77.998	1.352573631	-3.33111715	118.2953257
SEAG00167_021720.JPG	526638.172	106.197276	10.41100189	78.28	1.604137053	-3.209759409	118.6895121
SEAG00168_021722.JPG	526640.172	106.1973574	10.41096234	78.558	1.096741186	-3.977970048	118.7258872
SEAG00169_021724.JPG	526642.171	106.1974392	10.41092352	78.797	1.801670765	-4.063398999	118.3419381
SEAG00170_021726.JPG	526644.171	106.1975219	10.41088449	79.051	2.201334784	-2.843686252	118.4538692
SEAG00171_021728.JPG	526646.172	106.1976039	10.41084514	79.306	1.941760113	-4.243642245	118.4726759
SEAG00172_021730.JPG	526648.172	106.1976863	10.41080577	79.534	1.610771361	-3.709034834	118.4801217
SEAG00173_021732.JPG	526650.172	106.197769	10.41076663	79.816	2.381736505	-3.320070219	118.3141569
SEAG00174_021734.JPG	526652.171	106.1978514	10.41072738	80.085	2.195424525	-2.707911994	118.5944202
SEAG00175_021735.JPG	526654.171	106.1979337	10.41068837	80.358	2.172183672	-3.800049499	118.624879
SEAG00176_021738.JPG	526656.172	106.1980159	10.41064927	80.623	2.567321654	-2.925212686	118.7825944
SEAG00177_021740.JPG	526658.172	106.1980974	10.41061024	80.892	2.167950286	-3.458355013	118.8710177
SEAG00178_021742.JPG	526660.171	106.1981794	10.41057099	81.134	1.750358964	-3.954494378	118.9965399
SEAG00179_021744.JPG	526662.171	106.198262	10.41053173	81.389	1.984317298	-3.032982251	118.6431667
SEAG00180_021746.JPG	526664.172	106.198344	10.4104924	81.646	2.068758975	-3.057520637	118.9457087
SEAG00181_021748.JPG	526666.172	106.1984264	10.41045326	81.888	1.994191928	-3.283398118	118.8492742
SEAG00182_021750.JPG	526668.171	106.1985084	10.41041351	82.172	1.63158206	-2.618358085	119.1588102
SEAG00183_021752.JPG	526670.171	106.1985905	10.41037408	82.427	1.256984328	-3.292567472	118.7505897
SEAG00184_021753.JPG	526672.172	106.1986735	10.41033492	82.69	1.97066518	-2.138549497	119.2628164
SEAG00185_021755.JPG	526674.172	106.1987547	10.41029607	82.959	1.312644042	-2.818447891	118.1285101
SEAG00186_021758.JPG	526676.171	106.198837	10.41025774	83.219	2.784821648	-2.223581027	117.9274954
SEAG00187_021800.JPG	526678.171	106.1989195	10.4102188	83.469	2.871830584	-2.128710266	118.0212753
SEAG00188_021801.JPG	526680.172	106.1990019	10.41017913	83.736	2.578734616	-2.791154474	118.2289427
SEAG00189_021803.JPG	526682.172	106.1990839	10.41013971	83.991	2.552389049	-1.771147815	118.4896682
SEAG00190_021805.JPG	526684.171	106.1991627	10.41010175	84.246	2.813302949	14.53354634	119.0275645
SEAG00191_021807.JPG	526686.171	106.1991781	10.41009485	84.268	2.7860285	-1.085546769	117.6756126
SEAG00192_021809.JPG	526688.172	106.1991765	10.41009646	84.266	2.605598802	1.486526196	117.5651611
SEAG00193_021811.JPG	526690.172	106.1991733	10.41009857	84.249	2.596074331	7.373535155	117.7888984
SEAG00194_021813.JPG	526692.172	106.1991472	10.41011093	84.269	2.458687608	5.62318838	117.4344925
SEAG00195_021815.JPG	526694.171	106.1991085	10.41012886	84.293	2.304817098	2.517448774	117.3902003
SEAG00196_021820.JPG	526696.171	106.1990727	10.41014585	84.275	2.235989312	0.841352222	117.616115
SEAG00197_021823.JPG	526698.172	106.1990612	10.4101515	84.253	2.637505099	7.043469255	118.1349631
SEAG00198_021826.JPG	526700.172	106.1990455	10.41015842	84.273	1.995310445	5.678124053	117.7754754
SEAG00199_021829.JPG	526702.171	106.1990163	10.41017199	84.293	2.640401318	3.609229432	117.8553658
SEAG00200_021831.JPG	526704.171	106.1990002	10.41017934	84.264	1.900413308	-0.313727303	117.876281
SEAG00201_021834.JPG	526706.172	106.199001	10.41017863	84.249	2.014270635	2.161609757	117.8170094
SEAG00202_021836.JPG	526708.172	106.1990161	10.41017086	84.236	1.374398638	-0.724230945	117.9416451
SEAG00203_021839.JPG	526710.171	106.199065	10.41014789	84.22	2.204295015	-5.562189373	117.6426913
SEAG00204_021842.JPG	526712.171	106.1991328	10.41011623	84.245	2.311058406	-1.89291623	117.841027
SEAG00205_021844.JPG	526714.172	106.1991906	10.4100884	84.313	2.347545531	17.60500755	117.8606242
SEAG00206_021847.JPG	526716.172	106.1991859	10.41009119	84.278	1.99091039	-15.62348622	118.0771859
SEAG00207_021849.JPG	526718.171	106.1992304	10.41006934	84.056	2.018287431	-5.77963606	118.1401862
SEAG00208_021852.JPG	526720.171	106.1992996	10.41003655	83.807	1.502934894	-5.569191662	118.6735699
SEAG00209_021854.JPG	526722.172	106.1993839	10.40999674	83.594	1.547178012	-2.226010284	118.7923232
SEAG00210_021857.JPG	526724.172	106.1994684	10.40995725	83.342	1.534621042	-2.770640481	118.2444483
SEAG00211_021900.JPG	526726.171	106.1995511	10.40991857	83.088	1.653880525	-2.326769629	118.3702924
SEAG00212_021902.JPG	526728.171	106.199633	10.40988005	82.796	1.903051106	-2.170737244	118.7341851
SEAG00213_021904.JPG	526730.172	106.1997157	10.40984102	82.528	1.093654354	-1.875709397	118.3874286
SEAG00214_021907.JPG	526732.172	106.1997974	10.40980169	82.262	0.312578371	-2.61996221	118.4303862
SEAG00215_021909.JPG	526734.171	106.1998794	10.40976348	81.988	0.567975078	-3.652988105	118.5942388
SEAG00216_021912.JPG	526736.171	106.1999623	10.40972509	81.741	0.846224532	-3.36572931	118.4905673
SEAG00217_021914.JPG	526738.172	106.2000449	10.40968665	81.454	1.571705325	-2.696888417	118.5100331
SEAG00218_021915.JPG	526740.172	106.2001273	10.40964785	81.156	1.11290092	-2.785653716	118.5568089
SEAG00219_021917.JPG	526742.171	106.2002097	10.4096092	80.896	1.489842234	-3.053852647	118.726649
SEAG00220_021919.JPG	526744.171	106.2002921	10.40957045	80.626	1.04001904	-2.838293292	118.592361
SEAG00221_021921.JPG	526746.172	106.2003745	10.40953182	80.36	1.388200456	-2.950534711	118.6666882
SEAG00222_021922.JPG	526748.172	106.2004566	10.40949317	80.091	1.448996092	-3.031757146	118.8952807
SEAG00223_021924.JPG	526750.171	106.2005391	10.40945456	79.818	1.268765686	-3.082345734	118.7303716
SEAG00224_021925.JPG	526752.171	106.2006216	10.4094159	79.583	1.272007353	-3.241360221	118.7815641
SEAG00225_021927.JPG	526754.172	106.2007043	10.40937722	79.323	1.331739448	-2.52766081	118.7706964
SEAG00226_021929.JPG	526756.172	106.2007868	10.40933823	79.063	1.327793183	-2.898465615	118.6708586
SEAG00227_021930.JPG	526758.17	106.200869	10.40929981	78.811	1.718230392	-3.033102596	118.7985995
SEAG00228_021932.JPG	526760.171	106.2009515	10.40926118	78.553	1.5956724	-2.486929667	118.7767118
SEAG00229_021934.JPG	526762.172	106.2010341	10.40922199	78.279	1.28497014	-2.740243719	118.8088493
SEAG00230_021935.JPG	526764.172	106.2011167	10.40918319	78.024	1.692277315	-1.614785308	118.8182542
SEAG00231_021937.JPG	526766.171	106.2011989	10.4091447	77.767	1.628312308	-2.569923349	118.8804986
SEAG00232_021939.JPG	526768.171	106.2012816	10.4091061	77.518	2.195582558	-2.093765398	118.6292073
SEAG00233_021941.JPG	526770.172	106.2013637	10.40906753	77.275	2.120154374	-2.771642413	119.1921784
SEAG00234_021942.JPG	526772.172	106.2014453	10.40902881	77.004	1.568166041	-3.27537031	119.1046399
SEAG00235_021944.JPG	526774.171	106.201528	10.40899022	76.731	1.929156199	-2.845725858	118.9550141
SEAG00236_021946.JPG	526776.171	106.2016109	10.40895127	76.475	1.883816008	-2.704715059	119.0388053
SEAG00237_021948.JPG	526778.172	106.2016936	10.40891226	76.214	1.684005081	-2.977276375	119.0204215
SEAG00238_021950.JPG	526780.172	106.2017762	10.40887343	75.968	2.085415627	-2.268613854	119.2196918
SEAG00239_021951.JPG	526782.171	106.2018585	10.40883465	75.715	1.791178701	-2.820458093	118.8285466
SEAG00240_021953.JPG	526784.171	106.2019406	10.40879611	75.466	1.81184579	-3.28036614	119.1688904
SEAG00241_021955.JPG	526786.172	106.202023	10.40875764	75.198	1.980188961	-2.980974454	119.0528835
SEAG00242_021957.JPG	526788.172	106.202106	10.40871879	74.93	2.155822023	-2.685058546	119.0338882
SEAG00243_021959.JPG	526790.171	106.2021886	10.40867982	74.678	2.025426499	-2.481668375	118.7552993
SEAG00244_022001.JPG	526792.171	106.2022707	10.40864095	74.433	1.734370492	-2.651200235	119.0766401
SEAG00245_022003.JPG	526794.171	106.2023426	10.40860721	74.3	3.188908627	18.29898769	119.5119635
SEAG00246_022004.JPG	526796.172	106.202347	10.40860953	74.345	1.33907857	-9.356718062	91.21026718
SEAG00247_022006.JPG	526798.172	106.2023537	10.40861303	74.418	1.734590308	2.568371015	91.21557784
SEAG00248_022008.JPG	526800.171	106.2023429	10.40861232	74.452	1.013072885	6.753272214	91.20332017
SEAG00249_022010.JPG	526802.172	106.2023122	10.40861045	74.456	0.457339834	4.877001282	91.24918883
SEAG00250_022011.JPG	526804.172	106.2022751	10.40860875	74.436	0.531791978	3.856655526	91.16885316
SEAG00251_022013.JPG	526806.171	106.2022386	10.40860707	74.435	1.200901567	4.054297545	91.15763059
SEAG00252_022015.JPG	526808.171	106.2022041	10.40860594	74.419	1.193499096	3.405546732	91.32558365
SEAG00253_022017.JPG	526810.171	106.2021735	10.40860556	74.41	1.419573001	2.586048633	91.14790462
SEAG00254_022019.JPG	526812.172	106.2021646	10.4086056	74.392	1.084248946	1.541986506	91.32412141
SEAG00255_022021.JPG	526814.172	106.2021652	10.40860561	74.4	1.027219588	2.248091151	91.46646245
SEAG00256_022023.JPG	526816.171	106.2021837	10.40860552	74.401	0.512416926	-2.221834702	91.56941348
SEAG00257_022024.JPG	526818.171	106.2022376	10.40860642	74.37	0.326238236	-4.742862791	91.37377982
SEAG00258_022026.JPG	526820.172	106.2023126	10.4086088	74.374	0.666580389	-0.983608469	91.48938781
SEAG00259_022028.JPG	526822.172	106.2023667	10.40861082	74.434	1.612303664	15.47448735	91.47079592
SEAG00260_022030.JPG	526824.171	106.2023691	10.4086137	74.473	1.736711821	-18.23166393	91.11520632
SEAG00261_022032.JPG	526826.171	106.2024307	10.40861597	74.615	0.783411104	-5.48287194	91.2093185
SEAG00262_022033.JPG	526828.172	106.2025148	10.40861975	74.797	1.161425089	-4.796536914	91.30880857
SEAG00263_022035.JPG	526830.172	106.2026104	10.40862343	75.035	1.145210113	-1.43637099	91.21414083
SEAG00264_022037.JPG	526832.171	106.2027022	10.40862649	75.286	1.062756952	-1.20950178	91.20474572
SEAG00265_022039.JPG	526834.171	106.202793	10.40862965	75.519	0.806405963	-2.156444825	91.16025675
SEAG00266_022040.JPG	526836.172	106.2028841	10.40863309	75.73	1.272455528	-2.819568377	91.32411108
SEAG00267_022042.JPG	526838.172	106.2029758	10.40863625	75.959	0.761638934	-2.182388466	91.16586146
SEAG00268_022044.JPG	526840.171	106.2030674	10.40863958	76.199	0.556289428	-2.466855588	90.32996763
SEAG00269_022046.JPG	526842.171	106.2031583	10.40864304	76.431	0.73281618	-2.185464082	90.3425422
SEAG00270_022047.JPG	526844.172	106.2032491	10.40864633	76.648	0.348216497	-2.425732517	90.38279784
SEAG00271_022049.JPG	526846.172	106.2033405	10.40864949	76.875	0.829335334	-2.12713716	90.43781407
SEAG00272_022051.JPG	526848.171	106.2034319	10.40865299	77.112	0.558110917	-2.406476309	90.38183151
SEAG00273_022052.JPG	526850.171	106.2035233	10.40865651	77.339	0.747992187	-2.062611244	90.42256387
SEAG00274_022054.JPG	526852.172	106.2036141	10.40865959	77.572	0.263564455	-2.403951888	90.6171291
SEAG00275_022056.JPG	526854.172	106.2037052	10.40866292	77.788	0.675651822	-2.424316778	90.31957068
SEAG00276_022057.JPG	526856.171	106.2037969	10.40866658	77.989	1.029015017	-1.794300486	90.37047965
SEAG00277_022059.JPG	526858.171	106.203888	10.40867006	78.156	1.249986832	-1.397456407	90.20844908
SEAG00278_022101.JPG	526860.172	106.2039794	10.40867354	78.451	1.151116158	-1.891086311	90.32018741
SEAG00279_022103.JPG	526862.172	106.2040706	10.40867676	78.786	0.8458656	-2.1226241	90.2837908
SEAG00280_022105.JPG	526864.171	106.2041617	10.4086796	79.03	0.251308598	-1.934094515	90.33174709
SEAG00281_022107.JPG	526866.171	106.2042534	10.40868319	79.238	0.901682292	-2.118591062	90.30352802
SEAG00282_022109.JPG	526868.172	106.2043401	10.40868697	79.498	2.514080088	16.63165637	90.95914211
SEAG00283_022111.JPG	526870.172	106.2043512	10.40868723	79.518	1.499793386	-0.225304787	90.58987013
SEAG00284_022113.JPG	526872.171	106.2043515	10.40868714	79.544	1.491985556	2.622408639	90.2539391
SEAG00285_022117.JPG	526874.171	106.2043503	10.40868723	79.605	1.463698148	2.821667552	90.16122835
SEAG00286_022119.JPG	526876.172	106.2043395	10.40868663	79.653	1.647325496	6.156493697	90.31297425
SEAG00287_022121.JPG	526878.172	106.2043116	10.40868525	79.662	1.252638021	4.590341569	90.36511098
SEAG00288_022123.JPG	526880.171	106.2042788	10.40868376	79.649	1.22172872	4.00500154	90.25009035
SEAG00289_022125.JPG	526882.171	106.2042458	10.40868201	79.613	0.875003794	3.654901328	90.2273696
SEAG00290_022127.JPG	526884.172	106.204213	10.40868008	79.595	0.693064577	2.924354403	90.15945283
SEAG00291_022128.JPG	526886.172	106.2041826	10.40867855	79.588	0.276032421	-5.429610882	89.84280824
